0,0.08
8E-05,0.12
0.00016,0.12
0.00024,0.04
0.00032,0.12
0.0004,0.2
0.00048,0.16
0.00056,0.12
0.00064,0.08
0.00072,0.12
0.0008,0.16
0.00088,0.2
0.00096,0.16
0.00104,0.12
0.00112,0.04
0.0012,0.2
0.00128,0.12
0.00136,0.16
0.00144,0.08
0.00152,0.12
0.0016,0.2
0.00168,0.08
0.00176,0.12
0.00184,0.16
0.00192,0.12
0.002,0
0.00208,0.16
0.00216,0.2
0.00224,0.24
0.00232,0.12
0.0024,0.12
0.00248,0.04
0.00256,0.04
0.00264,0.08
0.00272,0.12
0.0028,0.2
0.00288,0.08
0.00296,0.24
0.00304,0.16
0.00312,0.24
0.0032,0.16
0.00328,0
0.00336,0.08
0.00344,0.12
0.00352,0.08
0.0036,0.12
0.00368,0.08
0.00376,0.12
0.00384,0.16
0.00392,0.24
0.004,0.16
0.00408,0.12
0.00416,0.16
0.00424,0.04
0.00432,0.12
0.0044,0.08
0.00448,0.12
0.00456,0
0.00464,0.08
0.00472,0.16
0.0048,0.16
0.00488,0.12
0.00496,0.12
0.00504,0.16
0.00512,0.12
0.0052,0.12
0.00528,0.12
0.00536,0
0.00544,0.04
0.00552,0.2
0.0056,0.12
0.00568,0.16
0.00576,0.08
0.00584,0.24
0.00592,0.12
0.006,0.2
0.00608,0.04
0.00616,0
0.00624,0.08
0.00632,0.2
0.0064,0.12
0.00648,0.2
0.00656,0.16
0.00664,0
0.00672,0.12
0.0068,0.16
0.00688,0.08
0.00696,0.16
0.00704,0.12
0.00712,0.04
0.0072,0.08
0.00728,0.16
0.00736,0.12
0.00744,0.04
0.00752,0.16
0.0076,0.24
0.00768,0.12
0.00776,0
0.00784,0.16
0.00792,0.12
0.008,0.16
0.00808,0.16
0.00816,0.12
0.00824,0.16
0.00832,0.12
0.0084,0.2
0.00848,0.16
0.00856,0.08
0.00864,0.12
0.00872,0.08
0.0088,0.24
0.00888,0.12
0.00896,0.2
0.00904,0.08
0.00912,0.12
0.0092,0
0.00928,0.16
0.00936,0.16
0.00944,0.12
0.00952,0.04
0.0096,0.12
0.00968,0.12
0.00976,0.12
0.00984,0.16
0.00992,0.16
0.01,0.12
0.01008,0.08
0.01016,0.08
0.01024,0.12
0.01032,0.08
0.0104,0.12
0.01048,0.12
0.01056,0.12
0.01064,0.08
0.01072,-0.04
0.0108,0.08
0.01088,0.08
0.01096,0.12
0.01104,0.04
0.01112,0.08
0.0112,-0.04
